Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
Male,56,Low,South,One-year,51,Prepaid,Mailed,Bank Transfer,31.09,2900.77,836.28,None,196.16,No,Yes,No,8,36.41,1,5.68,0,No,No,2.1,15,4.72
Non-binary,52,Medium,East,Month-to-month,61,Prepaid,Mailed,Credit Card,75.83,6462.56,850.76,DSL,160.22,No,Yes,Yes,2,41.87,13,7.39,5,No,No,6.55,2,0.7
Non-binary,30,Medium,West,Two-year,25,Prepaid,Paperless,Credit Card,78.9,1407.29,874.89,None,346.2,Yes,Yes,Yes,3,11.53,10,1.69,3,Yes,Yes,6.43,8,1.39
Female,46,Medium,East,Month-to-month,31,Prepaid,Mailed,Credit Card,27.51,2866.5,180.59,None,494.11,Yes,No,No,0,23.97,14,1.52,0,Yes,Yes,9.76,9,6.29
Non-binary,24,High,North,Two-year,20,Prepaid,Mailed,Credit Card,62.21,4933.62,209.67,DSL,24.89,Yes,Yes,Yes,4,33.61,20,6.76,2,No,Yes,2.72,41,5.77
Non-binary,70,High,North,Two-year,17,Prepaid,Mailed,Bank Transfer,27.31,579.09,477.34,None,172.08,No,Yes,Yes,9,8.31,14,1.41,4,Yes,Yes,5.03,39,3.37
Female,62,Low,North,Month-to-month,66,Postpaid,Mailed,Bank Transfer,29.06,2710.22,194.31,DSL,358.36,No,Yes,Yes,5,45.45,3,1.21,4,Yes,No,6.53,23,9.32
Male,37,Medium,West,One-year,7,Prepaid,Paperless,Cash,80.53,1824.45,294.89,DSL,58.5,No,Yes,Yes,2,15.15,6,9.06,1,Yes,Yes,7.61,11,1.69
Non-binary,77,Medium,North,Two-year,16,Prepaid,Mailed,Bank Transfer,153.24,5885.66,556.25,DSL,455.54,No,No,No,7,38.92,13,6.82,1,Yes,No,5.16,29,4.96
Female,52,Medium,North,Month-to-month,22,Prepaid,Paperless,Credit Card,33.88,5260.86,874.06,DSL,104.82,No,No,No,6,39.12,6,4.71,4,Yes,No,1.47,0,8.84
Female,38,Medium,East,One-year,65,Postpaid,Mailed,Credit Card,35.17,4949.96,250.41,None,90.8,Yes,No,Yes,3,3.24,13,6.61,0,Yes,No,7.15,12,2.64
Male,45,High,East,One-year,6,Prepaid,Paperless,Bank Transfer,195.3,4719.88,120.14,Fiber optic,145.49,No,Yes,No,1,42.32,0,2.59,2,Yes,Yes,1.54,16,8.79
Female,20,Low,South,Month-to-month,54,Postpaid,Paperless,Bank Transfer,191.66,4464.73,319.44,DSL,52.2,No,No,Yes,9,31.44,4,5.22,5,Yes,Yes,7.16,27,4.02
Male,35,High,South,Two-year,31,Postpaid,Mailed,Cash,157.06,7332.64,365.51,Fiber optic,79.02,Yes,No,No,3,38.52,8,2.15,4,No,Yes,7.51,30,4.4
Male,76,Low,North,Two-year,70,Postpaid,Paperless,Cash,81.82,2934.94,843.69,None,461.07,Yes,No,Yes,5,4.97,15,1.32,0,No,Yes,8.59,45,2.15
Non-binary,51,Medium,West,One-year,6,Postpaid,Mailed,Bank Transfer,140.3,7585.52,811.25,None,390.77,No,Yes,Yes,1,46.96,18,5.1,1,No,Yes,8.58,25,6.63
Male,29,High,South,Two-year,42,Postpaid,Mailed,Credit Card,48.36,3051.54,593.62,DSL,270.67,Yes,No,Yes,7,33.15,9,6.56,2,Yes,No,3.42,14,7.81
Male,52,Medium,South,Two-year,28,Prepaid,Paperless,Bank Transfer,120.64,6420.25,955.54,None,81.8,No,No,Yes,3,4.45,17,2.79,1,Yes,Yes,6.62,11,4.83
Female,31,Medium,East,Month-to-month,28,Prepaid,Mailed,Bank Transfer,167.17,7688.33,120.66,None,294.4,Yes,Yes,Yes,3,34.91,4,7.37,4,No,Yes,4.35,10,5.14
Male,45,Medium,West,Month-to-month,44,Prepaid,Mailed,Bank Transfer,182.2,1332.79,265.37,Fiber optic,200.69,Yes,Yes,No,6,33.09,4,9.46,2,Yes,No,7.36,25,9.1
Male,72,High,South,One-year,32,Postpaid,Mailed,Bank Transfer,56.72,5517.29,664.69,Fiber optic,350.45,No,Yes,No,2,17.01,5,8.51,3,No,No,7.63,36,2.24
Female,18,Low,South,One-year,38,Postpaid,Mailed,Cash,143.2,2773.1,453.85,DSL,104.45,Yes,No,No,9,12.78,20,5.07,5,Yes,No,9.94,4,9.13
Male,61,Low,East,Month-to-month,27,Postpaid,Mailed,Cash,51.33,5761.23,176.1,Fiber optic,189.01,No,Yes,Yes,3,27.26,6,8.84,3,Yes,No,7.25,33,5.55
Female,41,Medium,South,Two-year,26,Postpaid,Paperless,Cash,193.58,9232.47,549.29,None,462.52,Yes,Yes,Yes,2,4.85,6,4.33,4,Yes,Yes,2.37,34,6.7
Female,38,Low,South,One-year,23,Prepaid,Mailed,Credit Card,124.35,2804.84,85.77,None,423.67,No,Yes,Yes,6,20.56,6,9.18,5,No,Yes,9.51,1,6.52
Non-binary,79,Medium,South,One-year,71,Postpaid,Mailed,Credit Card,69.71,1873.23,67.48,Fiber optic,305.33,Yes,No,Yes,2,42.16,12,8.4,0,Yes,No,8,2,4.22
Non-binary,49,Low,South,Month-to-month,33,Prepaid,Mailed,Cash,83.89,2533.31,216.49,None,392.54,Yes,Yes,Yes,7,3.95,2,3.8,2,Yes,No,2.23,26,5.98
Non-binary,54,Medium,East,Two-year,52,Prepaid,Paperless,Cash,153.85,8653.99,389.52,Fiber optic,138.39,Yes,No,No,0,10.57,5,8.61,4,Yes,Yes,7.04,7,5.47
Female,45,Medium,East,One-year,39,Prepaid,Mailed,Credit Card,53.79,7633.26,430.8,DSL,489.45,Yes,No,Yes,1,21.2,18,4.14,4,Yes,Yes,6.16,11,4.7
Female,40,Medium,West,One-year,59,Postpaid,Paperless,Cash,109.16,6609.46,640.43,None,174.54,No,Yes,No,8,23.46,13,6.79,1,No,No,4.58,1,3.39
Male,54,Medium,North,One-year,57,Postpaid,Paperless,Bank Transfer,115.13,2445.1,213.95,DSL,400.7,No,No,Yes,4,34.41,14,3.74,2,Yes,No,2.69,46,2.25
Female,25,High,North,Two-year,4,Postpaid,Paperless,Cash,57.23,1485.23,520.66,Fiber optic,263.65,No,Yes,No,3,4.14,11,2.49,2,No,Yes,8.57,14,2.61
Non-binary,45,Low,North,Month-to-month,20,Postpaid,Mailed,Bank Transfer,123.52,3988.09,56.07,None,156.26,Yes,Yes,No,5,45.15,12,7.72,4,Yes,No,4.7,5,3.58
Male,46,Medium,North,Two-year,45,Postpaid,Paperless,Cash,65.87,4296.01,964.7,Fiber optic,64.45,No,No,Yes,8,5.63,4,9.11,2,Yes,Yes,8.66,41,7.4
Non-binary,65,Low,North,One-year,48,Postpaid,Mailed,Bank Transfer,74.47,8946.1,750.25,None,214.38,Yes,No,No,0,43.97,10,2.35,2,No,No,3.08,11,6.89
Female,63,High,South,Month-to-month,21,Postpaid,Mailed,Bank Transfer,58.55,2809.11,537.63,None,163.93,No,Yes,Yes,5,17.03,5,4.56,3,Yes,Yes,3.48,5,5.45
Male,36,Low,South,Two-year,60,Postpaid,Mailed,Credit Card,45.96,3580.05,733.69,Fiber optic,277.4,No,No,Yes,7,33.52,5,7.8,5,Yes,Yes,1.73,4,6.45
Female,62,Medium,East,Month-to-month,31,Prepaid,Paperless,Cash,55.77,5707.27,868.76,None,164.96,No,No,No,0,45.84,18,5.78,3,No,No,8.96,17,0.42
Male,36,Low,South,Month-to-month,38,Postpaid,Mailed,Bank Transfer,71.52,8825.4,66.72,DSL,224.16,No,Yes,Yes,9,38.51,16,4.02,5,Yes,No,9.68,38,0.06
Male,45,Low,West,Two-year,33,Prepaid,Mailed,Cash,131.04,7133.06,847.16,DSL,16.17,No,Yes,Yes,5,15.41,17,3.94,3,Yes,Yes,9.09,5,7.54
Non-binary,36,Medium,South,Two-year,24,Prepaid,Paperless,Bank Transfer,111.59,8894.69,143.98,DSL,309.48,Yes,No,No,5,12.33,8,5.01,3,Yes,Yes,3,46,9.66
Non-binary,34,Medium,West,Month-to-month,59,Postpaid,Mailed,Cash,21.16,8148.67,284.22,None,155.54,No,Yes,Yes,4,11.45,17,4.61,5,Yes,Yes,9.84,35,0.16
Male,28,High,South,Month-to-month,53,Postpaid,Mailed,Bank Transfer,133.32,7241.78,281.56,Fiber optic,255.26,No,Yes,No,10,12.6,10,7.61,2,No,No,3.39,23,6.53
Female,62,Medium,East,Two-year,72,Prepaid,Paperless,Cash,40.88,5190.68,946.02,DSL,453.82,Yes,No,No,8,15.89,8,5.85,2,Yes,Yes,8.9,10,5.98
Non-binary,32,Low,East,Two-year,13,Prepaid,Paperless,Cash,95.13,7703.82,91.51,Fiber optic,145.65,Yes,Yes,Yes,3,4.88,12,2.52,4,No,Yes,5.05,50,2.22
Non-binary,18,Medium,North,Month-to-month,58,Postpaid,Mailed,Bank Transfer,174.74,120.96,932.35,DSL,70.41,Yes,Yes,Yes,2,46.18,9,7.09,0,Yes,No,4.25,13,6.37
Male,71,High,South,Two-year,57,Prepaid,Paperless,Cash,40.63,2436.34,549.33,Fiber optic,218.06,No,No,Yes,1,16.8,19,3.3,5,Yes,No,9.7,50,4.34
Male,33,Medium,East,One-year,33,Prepaid,Paperless,Bank Transfer,147.08,8599.91,965.29,None,185.39,No,No,Yes,8,4.47,20,7,4,No,No,8.83,32,5.62
Male,64,Medium,East,One-year,32,Prepaid,Mailed,Bank Transfer,88,8402.9,801.88,None,20.05,No,No,No,7,7.24,11,7.77,4,Yes,Yes,4.35,14,3.9
Non-binary,21,High,South,One-year,33,Postpaid,Mailed,Bank Transfer,110.85,666.25,961.41,None,476.32,No,No,No,5,13.99,3,8.1,1,No,Yes,2.65,46,5.19
Non-binary,37,High,South,One-year,54,Prepaid,Mailed,Credit Card,98.93,8212.66,737.5,None,376.26,Yes,No,Yes,9,30.07,14,8.08,2,No,No,6.57,35,5.49
Male,56,Medium,East,Two-year,4,Postpaid,Mailed,Credit Card,107.8,8534.58,169.02,Fiber optic,231.95,Yes,Yes,Yes,6,10.67,17,1.44,0,No,Yes,2.81,9,4.97
Female,43,High,East,One-year,57,Postpaid,Paperless,Bank Transfer,119.74,8588.62,754.36,DSL,222.54,No,No,Yes,0,20.36,4,7.21,2,No,Yes,5.2,43,5.39
Female,73,High,North,Month-to-month,21,Prepaid,Paperless,Cash,159.15,5531.62,854.38,None,353.35,Yes,Yes,No,1,39.31,5,4.4,1,Yes,Yes,3.7,12,6.33
Non-binary,54,High,South,Two-year,17,Postpaid,Mailed,Credit Card,126.22,4789.95,161.91,Fiber optic,417.31,Yes,Yes,Yes,3,10.31,6,9.63,0,No,No,9.77,40,2.29
Female,80,Low,North,Two-year,29,Postpaid,Paperless,Credit Card,102.67,2032.71,701.12,None,31.65,Yes,Yes,No,9,46.78,20,5.45,2,Yes,No,7.53,32,6.87
Non-binary,40,High,South,One-year,49,Prepaid,Mailed,Credit Card,183.62,3659.86,851.64,None,258.01,Yes,Yes,No,9,15.93,2,8.54,3,Yes,Yes,7.18,1,0.84
Non-binary,31,Medium,South,One-year,25,Prepaid,Mailed,Credit Card,70.65,3350.22,461.7,DSL,112.75,No,Yes,No,0,46.04,7,7.21,0,Yes,No,7.21,1,7.11
Male,80,Low,South,Month-to-month,17,Prepaid,Mailed,Credit Card,180.09,5271.68,429.72,None,328.97,No,Yes,Yes,0,33.03,15,8.37,3,Yes,Yes,9.23,15,0.63
Female,50,Medium,East,Month-to-month,3,Postpaid,Mailed,Bank Transfer,111.39,3513.43,436.57,None,457.01,No,No,Yes,8,34.31,0,8.64,0,No,Yes,7.96,29,4.9
Non-binary,54,Low,East,Two-year,38,Prepaid,Mailed,Bank Transfer,137.6,8680.24,264.62,Fiber optic,475.08,No,Yes,Yes,7,44.35,6,5.83,1,No,No,6.1,16,2.02
Female,53,High,North,Month-to-month,35,Prepaid,Paperless,Cash,84.37,4297,623.85,None,253.09,No,Yes,No,1,5.5,16,5.01,0,Yes,Yes,8.93,24,9.86
Male,65,Medium,East,Two-year,66,Prepaid,Paperless,Cash,176.05,7419.3,952.96,None,12.21,Yes,Yes,Yes,9,10.73,13,5.74,3,Yes,Yes,6.43,44,3.86
Male,50,High,North,Two-year,45,Postpaid,Mailed,Credit Card,181.14,4962.03,879.61,DSL,126.7,No,No,Yes,7,33.31,2,2.35,3,Yes,Yes,7.52,32,2.3
Female,66,Medium,South,Two-year,24,Prepaid,Mailed,Bank Transfer,168.02,2237.16,283.25,None,314.5,No,Yes,No,8,9.32,17,4.55,0,Yes,Yes,4.66,22,0.22
Non-binary,56,High,North,One-year,51,Prepaid,Mailed,Credit Card,110.63,2133.41,307.06,Fiber optic,128.09,Yes,No,No,6,1.61,14,8.25,3,Yes,No,3.75,28,3.18
Female,53,Medium,South,Month-to-month,61,Postpaid,Mailed,Cash,78.54,5860.31,176.68,DSL,285.27,Yes,No,Yes,0,22.78,13,8.53,1,No,No,7.24,0,3.92
Female,74,Low,West,Month-to-month,51,Prepaid,Paperless,Credit Card,64.01,9773.19,832.18,None,203.47,Yes,No,Yes,1,34.73,20,7.56,5,Yes,Yes,9.33,2,4.9
Male,20,Medium,West,One-year,52,Postpaid,Paperless,Cash,153.51,9956.88,918.91,DSL,329.08,Yes,Yes,Yes,10,11.4,18,6.82,4,No,No,7.18,20,0.72
Female,42,Low,North,Month-to-month,12,Prepaid,Mailed,Bank Transfer,169.78,7861.48,190.17,Fiber optic,291.03,Yes,Yes,No,0,11.55,6,3.41,2,Yes,No,8.9,45,7.5
Non-binary,70,Low,East,Month-to-month,43,Postpaid,Paperless,Credit Card,34.62,349.29,825.6,DSL,492.77,Yes,Yes,No,6,20.82,7,9.96,4,Yes,Yes,3.73,15,3.2
Non-binary,18,Medium,North,Month-to-month,3,Prepaid,Paperless,Bank Transfer,160.88,5340.86,201.57,Fiber optic,320.59,No,Yes,Yes,3,2.46,10,4.54,4,No,Yes,6.18,35,2.48
Male,28,Low,East,Two-year,18,Prepaid,Paperless,Bank Transfer,84.88,6777.24,275.37,None,196.68,No,Yes,Yes,8,6.05,9,2.15,1,Yes,Yes,8.69,21,1.4
Female,58,Low,South,Two-year,46,Postpaid,Paperless,Credit Card,28.16,7191.48,806.49,DSL,8.6,Yes,Yes,No,7,13.67,20,9.86,1,Yes,No,1.33,3,2
Non-binary,50,Medium,West,Two-year,58,Postpaid,Paperless,Bank Transfer,48.75,2209.81,218.93,Fiber optic,374.94,No,No,Yes,3,30.38,10,2.66,1,No,Yes,1.36,25,1.79
Non-binary,30,Medium,North,Two-year,56,Postpaid,Paperless,Cash,176.54,8138.29,432.81,DSL,17.91,Yes,No,Yes,5,15.8,5,5.21,0,No,Yes,4.82,15,2.05
Female,71,High,North,Two-year,45,Prepaid,Mailed,Credit Card,114.47,4528.13,697.1,DSL,468.91,Yes,No,No,6,36.96,6,2.9,2,Yes,No,4.85,34,3.78
Female,30,Medium,South,Two-year,22,Postpaid,Mailed,Credit Card,83.01,6411.27,322.78,None,89.63,Yes,No,Yes,7,14.54,7,5.82,3,No,No,8.5,39,2.31
Non-binary,79,High,East,One-year,53,Postpaid,Mailed,Cash,142.07,1991.76,451.84,DSL,210.11,No,Yes,Yes,0,38,3,1.52,0,Yes,No,1.32,5,0.41
Male,50,Low,East,One-year,68,Postpaid,Mailed,Cash,42.14,6563.83,232.18,Fiber optic,95.17,Yes,No,Yes,6,9.76,14,8.9,3,Yes,Yes,5.96,16,1.56
Male,43,High,South,Month-to-month,15,Prepaid,Mailed,Credit Card,164.53,1486.44,124.42,DSL,286.97,Yes,Yes,No,7,7.43,12,8.48,1,No,No,4.92,9,4.15
Non-binary,23,Medium,South,Two-year,34,Prepaid,Paperless,Cash,164.82,2936.51,427.14,None,302.84,No,Yes,Yes,5,34,12,9.84,3,Yes,No,5.89,15,8.2
Female,53,High,South,One-year,52,Postpaid,Mailed,Bank Transfer,97.92,7432.61,236.38,None,211.36,No,Yes,Yes,1,15.58,4,3.08,4,No,No,6.25,8,1.46
Non-binary,60,High,North,Month-to-month,54,Prepaid,Mailed,Cash,134.15,3246.78,244.97,Fiber optic,72.75,No,Yes,No,5,6.62,15,1.84,4,Yes,Yes,8.27,16,8.87
Non-binary,59,Medium,South,Month-to-month,10,Postpaid,Mailed,Cash,198.72,4437.02,664.2,Fiber optic,137.99,No,No,Yes,9,15.76,20,2.68,3,No,Yes,8.21,22,4.47
Male,51,Medium,East,One-year,32,Postpaid,Mailed,Credit Card,142.33,1028.9,643.68,None,94.79,Yes,No,No,6,32.44,12,6.25,0,Yes,Yes,2.58,45,5.65
Non-binary,22,Low,East,One-year,10,Prepaid,Paperless,Bank Transfer,120.59,3418.22,138.59,DSL,287.15,No,Yes,No,0,1.01,17,9.36,2,No,Yes,1.23,21,5.39
Non-binary,60,Low,North,Two-year,43,Postpaid,Paperless,Cash,148.61,2055.78,830.01,Fiber optic,29.41,No,No,No,3,27.91,0,5.96,3,Yes,Yes,5.97,18,4.07
Female,36,Low,East,Two-year,23,Postpaid,Paperless,Bank Transfer,149.17,9676.71,894.28,None,354.99,Yes,Yes,Yes,9,19.03,11,3.89,4,No,Yes,7.67,9,2.41
Non-binary,56,Medium,East,Month-to-month,2,Prepaid,Mailed,Cash,156.17,7511.09,155.57,None,370.18,No,No,Yes,5,9.45,14,4.1,2,No,Yes,6.61,50,7.29
Male,62,Low,North,Two-year,6,Postpaid,Mailed,Credit Card,74.58,6230.23,137.24,None,97.29,No,Yes,Yes,3,2.52,6,4.61,5,No,No,1.5,33,5.84
Male,56,Low,West,Two-year,12,Postpaid,Mailed,Credit Card,123.04,465.65,72.45,None,55.74,Yes,Yes,Yes,1,44.21,16,7.13,4,Yes,No,4.65,24,6.26
Male,66,Low,South,Month-to-month,52,Postpaid,Paperless,Cash,182.14,8989.81,346.1,None,188.53,No,Yes,Yes,4,43.26,17,3.89,4,Yes,Yes,1.32,28,5.25
Female,19,Medium,West,One-year,4,Prepaid,Mailed,Credit Card,72.88,4865.69,866.35,None,306.29,No,Yes,Yes,2,1.21,18,4.57,1,Yes,Yes,7.33,21,5.24
Non-binary,18,Medium,South,One-year,62,Prepaid,Mailed,Bank Transfer,175.09,6830.77,976.6,Fiber optic,443.02,Yes,No,Yes,4,46.1,4,7.68,1,Yes,Yes,6.66,16,4.23
Non-binary,28,High,West,Month-to-month,25,Postpaid,Mailed,Credit Card,175.76,8432.77,833.23,DSL,341.45,No,Yes,No,9,22.17,0,4.02,1,No,No,7.6,9,1.59
Non-binary,46,High,North,One-year,59,Postpaid,Paperless,Credit Card,66.49,8405.93,772.96,Fiber optic,132.35,No,Yes,Yes,8,15.22,18,7.22,3,Yes,No,3.87,41,6.78
Non-binary,28,Low,East,Two-year,72,Prepaid,Paperless,Cash,87.15,1211.34,379.75,Fiber optic,39.25,No,Yes,No,8,16.76,3,7.4,0,No,Yes,4.09,36,7.47
Male,53,High,East,Month-to-month,11,Postpaid,Paperless,Credit Card,40.67,5084.46,153.1,DSL,464.14,No,No,No,2,42.29,10,9.92,5,No,No,7.54,17,0.27
Female,25,Low,West,Two-year,26,Postpaid,Paperless,Credit Card,74.61,795.8,296.09,None,164.07,No,No,Yes,7,24.52,18,3.65,2,Yes,No,3.4,29,5.33
Male,75,Medium,North,Two-year,43,Prepaid,Mailed,Credit Card,149.86,2816.32,701.05,DSL,196.95,No,No,Yes,5,9.23,2,4.38,2,No,Yes,2.35,33,4.74
Male,41,Medium,South,Two-year,6,Prepaid,Mailed,Bank Transfer,28.29,1435.76,161.3,Fiber optic,154.68,No,No,No,2,43.73,19,7.28,4,No,No,1.09,1,0.65
Non-binary,61,Low,East,Two-year,60,Prepaid,Paperless,Bank Transfer,136.87,9352.38,432.22,DSL,263.52,No,Yes,No,0,28.49,0,9.21,3,Yes,No,6.59,49,6.48
Non-binary,36,High,East,One-year,58,Postpaid,Paperless,Cash,188.94,2345.92,992.2,DSL,38.93,Yes,No,No,10,11.27,1,3.02,3,Yes,Yes,7.35,27,9.92
Male,34,Medium,North,Month-to-month,46,Prepaid,Mailed,Credit Card,130.27,1046.73,674.6,DSL,215.87,No,No,No,6,18.25,4,7.38,3,No,Yes,2.91,11,0.09
Male,39,High,South,Two-year,12,Prepaid,Paperless,Cash,53.75,1663.09,749.15,Fiber optic,169.21,Yes,No,No,7,30.49,9,1.24,1,Yes,No,4.89,21,1.47
Non-binary,49,High,West,Two-year,29,Prepaid,Paperless,Credit Card,72.98,8364.35,723.48,DSL,466.76,No,No,No,7,8.97,13,8.07,1,Yes,Yes,6.73,28,2.07
Female,79,Medium,West,One-year,69,Postpaid,Paperless,Cash,165.09,3270.17,515.52,Fiber optic,93.5,Yes,Yes,No,9,24.7,16,8.57,1,No,Yes,5.16,4,9.22
Female,76,Low,South,One-year,17,Postpaid,Mailed,Credit Card,82.8,6725.96,851.19,None,74.45,Yes,No,No,0,14.49,20,5.65,2,No,No,8.73,49,4.83
Male,49,High,South,Month-to-month,34,Prepaid,Paperless,Credit Card,195.49,982.29,433.78,DSL,8.88,No,No,Yes,7,34.6,10,1.22,3,No,No,2.25,18,9.33
Male,36,Low,East,One-year,1,Prepaid,Paperless,Cash,186.07,3403.52,813.85,Fiber optic,483.07,No,Yes,Yes,4,44.42,15,9.61,2,Yes,No,6.32,47,9.86
Non-binary,50,High,South,One-year,20,Prepaid,Mailed,Credit Card,32.24,666.12,94.7,None,399.29,Yes,Yes,No,9,4.52,19,6.26,4,Yes,Yes,2.24,22,3.85
Non-binary,55,Medium,North,Month-to-month,55,Prepaid,Mailed,Credit Card,98.06,1034.46,381.25,DSL,426.94,Yes,Yes,Yes,0,15.56,16,2.14,1,No,Yes,8.09,18,1.43
Non-binary,57,High,East,Two-year,62,Prepaid,Mailed,Cash,138.9,4905.59,831.05,Fiber optic,65.31,Yes,No,No,10,30.01,11,6.14,1,Yes,No,9.47,4,5.99
Non-binary,45,Low,West,Two-year,38,Prepaid,Mailed,Bank Transfer,194.63,3270.99,705.76,None,367.07,No,Yes,No,4,19.17,8,6.37,5,Yes,Yes,8.56,4,8.29
Non-binary,80,High,West,Two-year,72,Prepaid,Mailed,Cash,71.15,3390.93,307.54,DSL,485.14,No,No,Yes,2,24.91,12,5.5,0,No,Yes,6.39,34,8.01
Non-binary,42,Low,East,Month-to-month,25,Postpaid,Mailed,Bank Transfer,172.48,5081.31,566.11,None,315.85,No,Yes,No,2,43.36,2,7.5,0,No,Yes,9.94,49,0.61
Male,56,Medium,South,One-year,71,Prepaid,Paperless,Bank Transfer,117.31,8670.85,290.63,DSL,205.1,No,Yes,No,10,38.18,18,9.51,4,Yes,Yes,6.51,6,1.38
Non-binary,39,Low,West,Two-year,14,Prepaid,Paperless,Credit Card,134.28,3289.26,774.54,DSL,445.78,Yes,Yes,Yes,1,41.64,17,5.09,1,No,Yes,4.83,18,3.42
Female,42,Low,North,One-year,20,Postpaid,Mailed,Credit Card,97.23,4430.59,717.92,Fiber optic,100.24,No,No,Yes,6,37.3,10,9.69,1,No,No,9.33,44,0.34
Male,71,High,North,One-year,48,Postpaid,Paperless,Credit Card,71.61,2941.18,852.52,Fiber optic,472.85,Yes,Yes,No,6,14.95,18,4.3,0,No,No,7.93,28,7.06
Male,38,High,South,Month-to-month,42,Prepaid,Paperless,Cash,40.77,5730.28,919.57,DSL,44.16,Yes,No,Yes,10,16.75,17,8.18,4,No,No,4.95,22,3.79
Male,77,Medium,East,Two-year,69,Prepaid,Mailed,Credit Card,107.99,1883.09,750.46,None,41.3,No,Yes,No,9,8.65,15,8.95,1,No,No,2.83,21,1.94
Non-binary,20,Low,North,Month-to-month,33,Postpaid,Mailed,Bank Transfer,34.65,4638.96,544.02,Fiber optic,93.33,No,No,No,10,12.11,9,6.94,1,No,No,9.34,2,6.17
Female,62,Low,West,Two-year,10,Prepaid,Mailed,Cash,83.57,8470.41,818.19,DSL,73.5,Yes,No,Yes,10,23.42,9,4.67,3,Yes,No,8.76,39,1.55
Female,79,Low,East,Two-year,68,Postpaid,Mailed,Bank Transfer,109.82,5118.32,692.55,Fiber optic,457.28,Yes,Yes,Yes,3,46.4,3,1.23,1,No,Yes,2.23,47,2.61
Female,33,High,East,One-year,55,Prepaid,Mailed,Bank Transfer,30.99,4546.27,307.72,DSL,355,No,No,Yes,6,38.95,11,9.36,2,No,Yes,5.22,17,4.05
Female,20,Medium,West,One-year,9,Postpaid,Mailed,Credit Card,127.67,6705.64,590.53,DSL,189.74,No,No,No,4,33.69,10,9.79,3,No,Yes,8.79,30,8.8
Male,39,Medium,South,One-year,6,Prepaid,Mailed,Bank Transfer,147.5,579.28,807.77,Fiber optic,39.25,Yes,No,Yes,7,3.65,10,3.36,5,No,Yes,2.56,35,4.25
Female,18,Medium,South,Two-year,41,Postpaid,Mailed,Cash,58.81,669.57,197.49,Fiber optic,316.04,Yes,No,No,1,6.74,5,9.77,5,Yes,No,7.55,11,7.33
Female,23,High,North,One-year,64,Postpaid,Mailed,Credit Card,137.39,2314.72,994.66,Fiber optic,380.33,Yes,No,Yes,10,35.49,1,6.55,4,Yes,No,2.98,18,1.74
Male,69,Medium,North,One-year,3,Prepaid,Paperless,Credit Card,69.32,5610.01,118.8,Fiber optic,102.57,No,No,No,10,34.91,11,7.29,3,Yes,No,7.44,17,2.9
Male,60,High,North,Two-year,64,Postpaid,Mailed,Bank Transfer,131.8,4129.37,465.63,DSL,288.52,No,No,No,7,37.96,3,8.03,4,No,No,7.17,18,3.93
Non-binary,76,High,East,Month-to-month,47,Postpaid,Paperless,Cash,23.22,2302.53,135.5,Fiber optic,142.14,No,No,Yes,10,29.58,17,6.23,4,Yes,No,2.33,23,1.24
Female,50,High,South,Month-to-month,21,Prepaid,Mailed,Bank Transfer,78.68,4829.75,166.99,Fiber optic,266.65,Yes,No,No,7,42.36,15,6.29,5,No,No,1.16,8,0.53
Non-binary,38,Medium,South,Month-to-month,1,Postpaid,Paperless,Cash,141.72,4146.69,518.31,Fiber optic,20.45,No,Yes,Yes,9,4.97,3,4.15,3,Yes,No,3.49,15,8.32
Male,52,High,West,One-year,67,Prepaid,Paperless,Credit Card,26.13,8931.13,930.92,None,477.38,Yes,No,Yes,7,9.2,9,6.84,2,Yes,Yes,8.75,36,6.22
Non-binary,41,Medium,West,Month-to-month,23,Postpaid,Mailed,Cash,41.13,3864.61,874.6,None,89.96,No,No,Yes,5,32.4,20,8.86,5,Yes,No,1.62,46,2.17
Male,33,Medium,North,Month-to-month,46,Prepaid,Mailed,Credit Card,39.29,851.04,533.48,None,380.13,No,No,No,7,6.17,7,8.08,4,No,No,9.34,4,7.91
Male,73,Low,West,Month-to-month,43,Postpaid,Paperless,Credit Card,186.52,7805.42,863.32,None,140.71,No,No,No,8,46.81,6,1.8,1,No,No,4.05,35,5.73
Male,60,Medium,West,One-year,37,Prepaid,Paperless,Credit Card,139.14,5840.73,236.84,None,9.56,No,No,Yes,1,28.99,13,8.5,2,Yes,No,4.08,44,5.54
Non-binary,77,Medium,South,Month-to-month,48,Postpaid,Mailed,Cash,149.86,9878.21,497.99,DSL,292.35,No,Yes,No,3,44.37,10,2.75,3,Yes,Yes,5.83,49,8.22
Non-binary,24,Medium,East,Month-to-month,48,Postpaid,Paperless,Credit Card,38.79,2730.04,137.81,DSL,152.87,Yes,Yes,Yes,2,1.52,7,2.87,0,No,Yes,4.83,3,0.77
Male,30,Low,East,Two-year,38,Postpaid,Mailed,Credit Card,48.65,7900.92,612.5,Fiber optic,284.69,Yes,No,No,8,3.22,7,8.18,3,No,Yes,5.73,4,3.95
